category,question,answer
Pop culture,Par quel nom composé invariable désigne-t-on un arrêt officiel des combats ?,Un cessez-le-feu
Pop culture,"Par quel nom d'ancienne monnaie espagnole appelle-t-on familièrement, au Québec, un billet d'un dollar ?",Piastre
Connaissance du monde,"Par quel nom d'animal désigne-t-on familièrement, une improvisation collective de jazz ?",Le boeuf
Pop culture,Par quel nom d'animal surnomme-t-on le chanteur Christophe Willem ?,La tortue
Pop culture,"Par quel nom d'oiseau, symbole de paix et de douceur, appelle-t-on affectueusement une jeune fille ou une femme ?",Colombe
Pop culture,Par quel nom de fauve désigne-t-on Georges Clemenceau ?,Le tigre
Pop culture,Par quel nom de figure biblique désigne-t-on aussi la saucisse de Morteau ?,Jésus ou Jésus de Morteau
Pop culture,"Par quel nom de mammifère carnivore désigne-t-on communément, en Méditerranée, le poisson appelé ""bar"" ?",Loup
Savoirs académiques,"Par quel nom de pachyderme, désigne-t-on fréquemment, les cadres historiques et influents du Parti socialiste ?",Éléphant ou Éléphants
Savoirs académiques,"Par quel nom, évoquant un fruit, nomme-t-on couramment la partie la plus saillante de la joue ?",La pommette
Connaissance du monde,Par quel océan l'île de Java est-elle bordée au sud ?,L'océan Indien
Pop culture,Par quel organe la bile est-elle sécrétée ?,Le foie
Connaissance du monde,"Par quel pays était envoyée l'Invincible Armada, la flotte qui devait débarquer une armée en Angleterre, en 1588 ?",L'Espagne
Connaissance du monde,"Par quel pays le Koweit a-t-il été envahi, le 2 août 1990 ?",L'Irak
Pop culture,"Par quel plat traditionnel désigne-t-on familièrement l'I.G.S., l'Inspection Générale des Services de la police ?",Le boeuf-carottes ou Les bœufs-carottes
Pop culture,"Par quel prénom féminin désigne-t-on la fusée européenne, dont le premier vol réussi eut lieu le 24 décembre 1979?",Ariane
Pop culture,Par quel roi de France l'édit de Nantes a-t-il été signé en 1598 ?,Henri IV
Savoirs académiques,"Par quel saint a été fondé le monastère de la Grande-Chartreuse, en 1084 ?",Saint Bruno
Connaissance du monde,Par quel signe de ponctuation inversé débute-t-on normalement une phrase interrogative dans la langue espagnole ?,Un point d'interrogation
Pop culture,Par quel terme désigne-t-on l'appauvrissement continu d'une population ?,La paupérisation
Savoirs académiques,Par quel terme désigne-t-on une partie nulle aux échecs ?,Pat
Pop culture,Par quel terme médical désigne-t-on un saignement de nez ?,L'épistaxis ou la rhinorragie
Connaissance du monde,"Par quel terme, signifiant ""moine"", désigne-t-on un prêtre-sorcier dans certaines sociétés d'Asie centrale et septentrionale ?",Un chaman
Pop culture,"Par quel terme, synonyme familier de chaussure, désignait-on la boxe française ?",La savate
Connaissance du monde,Par quel titre appelle-t-on communément l'hymne national français ?,La Marseillaise
Pop culture,Par quelle comédie musicale Christophe Maé a-t-il été révélé ?,Le Roi Soleil
Pop culture,"Par quelle couleur désigne-t-on la viande de boeuf, de cheval ou de mouton ?",Rouge
Pop culture,Par quelle émission de télé-crochet Olivia Ruiz a-t-elle été révélée en 2001 ?,La Star Academy
Pop culture,Par quelle épreuve débute un triathlon ?,La natation
Pop culture,Par quelle lettre de l'alphabet désigne-t-on une personne inconnue contre laquelle on porte plainte ?,X
Pop culture,"Par quelle lettre désigne-t-on un plan de rechange, de remplacement ?","Le ""B"""
Pop culture,"Par quelle lettre doit-on changer l'initiale de la spécialité feuilletée, sucrée ou salée, appelée ""eurélien"" pour obtenir le nom d'un empereur romain ?","Par un ""A"""
Pop culture,"Par quelle lettre faut-il remplacer le ""I"" de yogi pour obtenir le nom de la discipline qu'il pratique ?",A
Pop culture,"Par quelle lettre Malcolm Little a-t-il changé son nom de famille, qu'il considérait comme un nom d'esclave ?",X
Pop culture,"Par quelle lettre se termine le mot ""escroc"" au singulier ?",C
Pop culture,"Par quelle lettre se termine le mot ""shampooing"", au singulier ?",G
Pop culture,"Par quelle lettre se termine le mot ""trou"" au pluriel ?",S
Pop culture,"Par quelle lettre se termine le mot service dans la phrase : ""Les self-services ferment souvent tard"" ?",Un S
Pop culture,Par quelle lettre se termine le mot tuyau quand il est écrit au pluriel ?,X
Pop culture,Par quelle mer les côtes du nord-ouest de l'Albanie sont-elles baignées ?,La mer Adriatique
Pop culture,"Par quelle mythique émission de débat se termine le film : ""Papy fait de la résistance"" ?",Les Dossiers de l'écran
Pop culture,Par quelle unité de mesure de la pression atmosphérique le millibar a-t-il été remplacé ?,L'hectopascal
Savoirs académiques,"Par quelle voyelle se terminent les noms des trois caravelles de la flottille de Christophe Colomb, partie le 3 août 1492",A
Pop culture,"Par qui fut fondé l'ordre de chevalerie des Templiers, en 1119 à Jérusalem ?",Hugues de Payns
Pop culture,"Parmi ces 3 mots : Polynésie, polygamie, politesse, lequel ne comporte pas de ""Y"" ?",Politesse
Pop culture,"Parmi les 5 sens de l'être humain, lequel se rapporte à l'adjectif : ""tactile"" ?",Le toucher
Connaissance du monde,"Parmi les amis de Fifi Brindacier, quel animal est Oncle Alfred ?",Un cheval
Pop culture,"Parmi les cinq sens, lequel est touché chez une personne atteinte d'agueusie ?",Le goût
Pop culture,"Parmi les enfants de Barbapapa, lequel est poilu ?",Barbouille
Pop culture,"Parmi les noms des douze signes du zodiaque, combien débutent par la lettre ""S"" ?",2
Pop culture,"Parmi les Sept Merveilles du monde, figuraient les jardins suspendus de...",Babylone ou Sémiramis
Savoirs académiques,"Partir à toute allure se dit aussi ""démarrer sur les chapeaux de...",Roues
Pop culture,"Pendant 5 ans, quelle série télévisée permit à Bruce Willis de devenir une star ?",Clair de lune
Pop culture,"Pendant combien d'années, Jacques Chirac a-t-il été Président de la République française ?",Douze
Pop culture,Pendant combien de jours Jean-Paul Ier a-t-il été pape ?,33
Pop culture,"Pendant l'Antiquité, en l'honneur de quel dieu les Romains célébraient-ils les fêtes appelées : ""bacchanales"" ?",Bacchus
Pop culture,"Pendant l'été 2005 sur TF1, le comédien Laurent Ournac devient Laurent Fortin dans l'émission intitulée ""Mon incroyable...",Fiancé
Pop culture,"Pendant l'Euro 2000, qui était le sélectionneur de l'équipe de France de football ?",Roger Lemerre
Vie quotidienne,"Pendant l'hiver 2005-2006, quelle maladie épidémique, transmise par certains moustiques s'est propagée sur l'île de La Réunion ?",Le chikungunya
Savoirs académiques,"Pendant la Révolution russe, comment appelait-on les partisans des positions de Lénine ?",Bolcheviks
Pop culture,"Pendant la Révolution, quel nom a-t-on donné au groupe de députés radicaux comprenant Marat, Danton et Robespierre, car ils siégeaient sur les plus hauts bancs de l'Assemblée législative ?",Les montagnards ou La Montagne
Pop culture,"Petit crustacé, je m'appelle Bernard et je vis dans des coquilles abandonnées. Qui suis-je ?",Le bernard-l'ermite ou le pagure
Pop culture,"Petit ou ""Grand"", je suis un château construit dans le parc du château de Versailles. Que suis-je ?",Le Trianon
Pop culture,"Peu avant l'accouchement, quand la paroi de la cavité amniotique se rompt, les femmes perdent les...",Eaux
Connaissance du monde,"Peu avant la fin de la Seconde Guerre mondiale, la conférence de Yalta a réuni 3 grands dirigeants : Staline, Roosevelt et..",Churchill
Pop culture,"Pièce de tissu servant à essuyer la vaisselle ou copie d'écolier pleine de ratures, que suis-je ?",Un torchon
Pop culture,"Pierre Perret nous a tout dit sur son prénom et elle, tout sur son “truc en plumes” , de quelle chanteuse s'agit-il ?",Zizi Jeanmaire
Pop culture,"Pierre Terail, seigneur de Bayard, fut surnommé le ""Chevalier sans peur et...",Sans reproche
Connaissance du monde,"Pour appeler un numéro de téléphone français à partir d'un pays étranger, quel indicatif téléphonique doit-on composer après le ""00""",33
Connaissance du monde,"Pour apppeler à l'étranger depuis la France, quels chiffres faut-il composer, avant l'indicatif du pays, pour obtenir l'international ?",0
Pop culture,"Pour assister au Festival international du film de Marrakech, dans quel pays irez-vous ?",Au Maroc
Pop culture,Pour combien de temps sont élus les membres de l'Académie française ?,A vie
Pop culture,"Pour confectionner un sandwich jambon-beurre, il faut mettre du beurre et du jambon dans du...",Pain
Pop culture,"Pour désigner de manière péjorative des employés de bureau, on utilise le terme ""ronds-de...",Cuir
Pop culture,"Pour dresser un jeune cheval, non monté, quelle sorte de long fouet de cuir associe-t-on à la longe ?",La chambrière
Pop culture,"Pour entreprendre l'ascension du mont Fuji, sur quelle île du Japon faut-il se rendre ?",Honshu
Vie quotidienne,"Pour exprimer le besoin d'en avoir toujours plus, on emploie le proverbe : ""l'appétit vient en...",Mangeant
Pop culture,"Pour exprimer le fait qu'il peut y avoir un long chemin entre un projet et sa réalisation, l'expression dit : ""il y a loin de la coupe aux...",Lèvres
Pop culture,"Pour faire un fricandeau, de quoi pique-t-on sa tranche de veau ?",De lard
Savoirs académiques,"Pour faire une tarte aux pommes, il faut au minimum de la farine, de l'eau, du beurre, du sucre et enfin...",Des pommes
Pop culture,"Pour Freud, l'esprit humain est constitué de trois instances psychiques : le ça, le moi et le...",Surmoi
Savoirs académiques,"Pour interrompre une course de Formule 1, on utilise un drapeau de couleur...",Rouge
Pop culture,"Pour la réalisatrice Sofia Coppola, qui est Francis Ford Coppola ?",Son père
Pop culture,Pour la représentation des œuvres de quel musicien le théâtre de Bayreuth a-t-il été construit ?,Richard Wagner
Pop culture,"Pour le récompenser de ses performances aux Championnats du monde d'athlétisme 2009, quel cadeau symbolique de 2,7 tonnes, le maire de Berlin a-t-il offert à Usain Bolt ?",Un morceau du Mur de Berlin
Pop culture,"Pour lequel de ses films sorti en 1990, Kevin Costner a-t-il été à la fois acteur, réalisateur et producteur ?",Danse avec les loups
Pop culture,"Pour les épreuves de niveau international, combien de couloirs une piste d'athlétisme doit-elle comporter ?",8
Pop culture,"Pour Michel Audiard, : ""Quand on mettra les cons sur orbite, t'as pas fini de...",Tourner
Connaissance du monde,"Pour partir en vacances, dans sa célèbre chanson, Charles Trenet préférait prendre la ""Nationale...",7
Pop culture,"Pour préparer un ""perroquet"", il faut du pastis et du sirop de...",Menthe
Savoirs académiques,Pour quel art Maurice de Vlaminck est-il resté le plus célèbre ?,La peinture
Savoirs académiques,"Pour quel artiste Guillaume Canet réalise-t-il le clip ""Sunday With A Flu"" ?",Yodelice
Pop culture,Pour quel chanteur Robert Doisneau signe-t-il la pochette de l'album “Le Bal des oiseaux” ?,Thomas Fersen
Pop culture,"Pour quel compositeur Lorenzo Da Ponte écrivit-il le livret de l'opéra ""Cosi fan Tutte"", en 1790 ?",Mozart
Pop culture,"Pour quel film Catherine Deneuve reçoit-elle le César de la meilleure actrice, en 1981 ?",Le Dernier Métro
Pop culture,Pour quel film Charlize Theron a-t-elle obtenu l'Oscar de la meilleure actrice en 2004 ?,Monster
Pop culture,"Pour quel film Coluche a-t-il obtenu le César du meilleur acteur, en 1984 ?",Tchao Pantin
Pop culture,"Pour quel film de 1977, Woody Allen et Diane Keaton ont-ils tous deux reçu un Oscar ?",Annie Hall
Pop culture,"Pour quel film mettant en scène des manchots, Émilie Simon a-t-elle reçu une Victoire de la Musique en 2006 ?",La Marche de l'empereur
Pop culture,"Pour quel film retraçant la vie de Truman Capote, Philip Seymour Hoffmann a-t-il obtenu l'Oscar du meilleur acteur en 2006 ?",Truman Capote
Pop culture,Pour quel instrument de musique Franz Liszt a-t-il composé ses 19 “Rhapsodies hongroises” ?,Le piano
Pop culture,"Pour quel instrument Jean-Sébastien Bach composa-t-il la ""Toccata et fugue en ""ré"" mineur"" ?",L'orgue
Pop culture,"Pour quel instrument Ludwig van Beethoven a-t-il écrit la sonate dite : ""Au clair de lune"" ?",Le piano
Pop culture,"Pour quel instrument, Franz Schubert a-t-il écrit ses huit ""Impromptus"" ?",Le piano
Pop culture,Pour quel journal travaille Gaston Lagaffe ?,Spirou
Savoirs académiques,Pour quel ouvrage Margaret Mitchell se vit-elle décerner le prix Pulitzer du roman en 1937 ?,Autant en emporte le vent
Vie quotidienne,"Pour quel parti politique Hillary Clinton s'est-elle présentée aux élections primaires, lors de la campagne présidentielle de 2008 ?",Parti démocrate ou les Démocrates
Pop culture,"Pour quel pays l'équipe de rugby des ""Wallabies"" dispute-t-elle des matches ?",L'Australie
Pop culture,"Pour quel pays le nageur Michael Phelps a-t-il concouru, lors des Jeux olympiques de Pékin de 2008 ?",Les États-Unis
Pop culture,Pour quel pays les Springboks ont-ils remporté la Coupe du monde de rugby 2007 en France ?,L'Afrique du Sud
Connaissance du monde,"Pour quel pays Marie Myriam a-t-elle gagné le Concours Eurovision de la Chanson avec ""L'Oiseau et l'enfant"" en 1977",La France
Pop culture,"Pour quel président américain Marilyn Monroe a-t-elle chanté son fameux ""Happy Birthday"" en 1962 ?",John Fitzgerald Kennedy
Savoirs académiques,Pour quel roman Ernest Hemingway reçoit-il le prix Pulitzer en 1953 ?,Le Vieil Homme et la mer
Savoirs académiques,Pour quel roman Mary Higgins Clark a-t-elle obtenu le Grand Prix de littérature policière en 1980 ?,La Nuit du renard
